'@ @ [1/4] | Clear Quartz Woven Necklace',80000A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,'',,1,$99.99,4,$95.00,,,1,K&K400,K&K160,,,,,,
'[3/12] | Gold & Fresh Water Pearl Earrings',83454A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 1/2"" L x 3/8"" W'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold Turquoise Stone & Crystal Stretch Bracelet',83456A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Fresh Water Pearl Antique Silver & Crystal Stretch Bracelet',83457B,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter'",,2,$10.99,12,$10.44,,,2,K&K400,K&K160,,,,,,
'[2/6] | Gold Chain & Fresh Water Pearl Double Strand Necklace',83458A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'36 1/2"" L; 3/8"" W'",,2,$14.99,6,$14.24,,,2,K&K400,K&K160,,,,,,
'[2/6] | Silver 2 Strand Fresh Water Pearl & Chain Necklace',83458A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'38"" L + 2 1/4"" Extender; Pearls: 3/8"" W'",,2,$14.99,6,$14.24,,,2,K&K400,K&K160,,,,,,
'[2/12] | Gold/Gun Metal/Crystal Long Necklace Set',83459A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'36 1/2"" L; Drop: 2 3/4"" L; Earring: 3 3/4""L x 3/8"" W'",,2,$14.99,12,$14.24,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold & Turquoise & Crystal Necklace Set',83461A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 2"" Extender;  Drop: 3/8"" L; Earring: 1 1/4"" L x 3/8""'",,2,$17.50,12,$16.63,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Pearl & Gold Chain Tassel with Crystal Accent Necklace Set',83462A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'36"" L x 3/8"" W; Drop: 3 1/4"" L x 3/8"" W; Earring-1 1/4"" L x'",,2,$17.99,12,$17.09,,,2,K&K400,K&K160,,,,,,
'[3/12] | Silver/Gold/Turquoise Hoop Earrings',83464A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 7/8"" L x 2 1/4""W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Silver Ball on Long Wire Earrings',83465A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" L x 1/2"" W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Hammered Open Heart Pendant on Black Leather',83467A,JWL030,20171201,Out of stock - order to ship after 12-01-2017,,,,"'28""L + 3 1/2"" Ext; Drop: 2 1/2"" x 2 1/2""'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | Gold Collar Necklace with Circle Drop',83468A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'5"" Diameter Neck Ring + 2"" Extender; Drop: 2"" Diameter'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'[3/12] | Silver Collar Necklace with Circle Drop',83468A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'5"" Diameter Neck Ring + 2"" Extender; Drop: 2"" Diameter'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'[2/12] | Hammered Worn Silver on Triple Matte Gold Leather Cord Necklace Set',83469A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19"" L + 4"" Extender;  Drop: 1 1/4"" L, Ears: 5/8"" x 3/4""'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & Rose Quartz Necklace Set',83471A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'35"" L + 3 1/4"" Extender;  Drop: 1"" L'",,2,$10.99,12,$10.44,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & Rose Quartz Toggle Tassel Necklace Set',83472A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'31"" L, Drop 6 1/4"" L; Earring: 1 3/4""L x 1/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Matt Gold Loops & Rods Necklace Set',83473A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'26"" L; Drop: 3""L x 2""W; Earrings: 1 1/2""L x 1/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Matt Silver Loops & Rods Necklace Set',83473A-SI,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'26"" L; Drop: 3""L x 2""W; Earrings: 1 1/2""L x 1/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Hammered Worn Silver & Turquoise Teardrop Pendant Necklace Set',83474A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L + 3 1/4"" Ext., Drop: 2 1/2"" L x 1 1/8"" W; Earrings: 2'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Gold & Turquoise Faceted Crystal Y Tassel Necklace Set',83475A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20 1/2"" L + 3"" Extender; Drop: 8 3/4"" L x 3/8"" W; Earring:'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & White Necklace Set',83476A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'19"" L + 3"" Extender; Drop:  1/2"" ; Earring:  1"" L x 1/2"" W'",,2,$8.99,12,$8.54,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Gold & Hammered Copper Bead Necklace Set',83477A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'36""L + 3 1/4"" Extender; 1/4""W; Earring: 1"" L x 3/8"" W'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Silver Tusk Pendant Necklace',83478A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32 1/2"" L + 3"" Extender; Drop: 3 1/2"" L x 3/8"" W'",,2,$8.50,12,$8.08,,,2,K&K400,K&K160,,,,,,
'[2/12] | Worn Silver w/Gold Wire Accent Double Tusk Necklace',83479A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 3"" Extender; Drop:  1 1/2"" L x 1 1/4"" W'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | Antique Silver Spoon Stretch Ring',83480A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1"" W'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'[SO][2/12] | Antique Silver/Gold Southwest Turquoise Medallion Cuff Bracelet',83482A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/4"" Diameter x 1 3/4"" W'",,2,$10.99,12,$10.44,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & Black Stretch Bracelet',83483A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter x 5/16"" W'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & Black w/Crystals Stretch Bracelet',83484A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter x 3/8"" W'",,2,$7.50,12,$7.13,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver Turquoise & Crystal Stretch Bangle Bracelet',83485A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/2"" Diameter'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver & Turquoise Stretch Bangle Bracelet',83486A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/8"" Diameter'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'[2/12] | Hammered Silver & Gold Stretch Bangle Bracelet',83487A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter, 1/2"" W'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Silver/Turquoise Grow Strong Tree Of Life Charm Necklace Set',83489A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'23"" L + 2"" Extender; Drop: 1"" x 1"";  Earriings:  1"" L x 3/8""'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'[SO][3/12] | Antique Silver & Turquoise Bangle Cuff Bracelet',83490A-SI,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Gold & Pearlized Cuff Bangle Bracelet',83492A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 1/4"" Diameter; 3/8"" W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[4/12] | Assorted Silver & Gold Cross Necklaces with Crystal Accents',83493A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16""L + 2 1/2"" Ext; Drop: 1/2"" L, 3/8"" W'",,4,$2.99,12,$2.84,,,4,K&K400,K&K160,,,,,,
'[3/12] | Rose Gold & Crystal Double Strand Starfish Necklace',83494A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'15"" L + 3"" Ext; 1/2"" Drop'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Black & Gold Larriet Necklace',83495A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'23"" L + 2 1/2"" Extender'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Silver Circle Accent Long Necklace',83496A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'37 1/2"" L; Stations: 1 1/4"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Gold Square Accent Long Necklace',83497A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'38"" L'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Silver Interlocking Triple Hoop Necklace',83498A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16"" L + 2 "" Extender; Pendant: 1/2"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[4/12] | Assorted Mini Heart Necklaces in Silver & Rose Gold',83499A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16"" L + 2"" Extender; Drop: 3/8"" Diameter'",,4,$2.99,12,$2.84,,,4,K&K400,K&K160,,,,,,
'@ @ [4/12] | Assorted Gold & Silver Turquoise Ball Pendant Necklaces',83500A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'23 1/2"" L + 2 1/2"" Extender; Drop 3/4"" Diameter'",,4,$3.99,12,$3.79,,,4,K&K400,K&K160,,,,,,
'[3/12] | Silver & 5 Pearl Long Necklace',83501A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'32"" L ; Pearls: 1/2"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Gold & Pearl Pendant Necklace',83502A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'15 1/4"" L; Drop 5/8"" Diameter'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[2/12] | Gold/Silver/Black Multi Loop & Pearl Pendant on Double Chain Necklace',83503A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'29 1/2"" L + 2 1/2"" Ext; Drop: 2"" L x 1 3/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver/Faceted Crystal Oval Medallion Necklace Set',83504A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'24""L + 1 3/4"" Extender; Drop: 1 3/4"" x 3/4"";  Earrings: 3/8""'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | 5 Turquoise Bead on Gold Chain Necklace Set',83505A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'16"" L + 2 1/2"" Extender; Drop: 1/2"" L;  Earring:  1 3/8"" L x'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[2/12] | Red/Tan/Black Multi Square Scarf',83507A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Purple/Green/Pink/Black Square Scarf',83508A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black/Off White Geometric Pattern Square Scarf',83510A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black/White Rope Pattern Square Scarf',83511A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Navy Blue Multi Feather Square Scarf',83512A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Blue/Gold/Black Square Scarf',83513A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Tan/Purple/Coral Map Square Scarf',83514A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Tan/Green/Red Map Square Scarf',83515A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" Square'",,2,$3.99,12,$3.79,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black/Cream Woven Soft Touch w/Fringe Scarf',83516A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'72"" L x 23"" W'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'[2/12] | Navy Blue/Tan/Orange Soft Touch Woven Scarf w/Fringe',83517A,JWL010,20171215,Out of stock - order to ship after 12-15-2017,,,,"'72"" L x 23"" W'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'[2/12] | Heather Black Soft Touch Woven Scarf with Fringe',83518A-BK,JWL010,20171201,Out of stock - order to ship after 12-01-2017,,,,"'80"" L x 23"" W'",,2,$11.99,12,$11.39,,,2,K&K400,K&K160,,,,,,
'[2/12] | Heather Red Soft Touch Woven Scarf with Fringe',83518A-RD,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'80"" L x 23"" W'",,2,$11.99,12,$11.39,,,2,K&K400,K&K160,,,,,,
'[2/6] | Heather Blue & Grey Cape w/Stitched Edge',83519A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'28"" L'",,2,$19.99,6,$18.99,,,2,K&K400,K&K160,,,,,,
'[2/6] | Grey Plaid Reverses to Black Soft Touch Woven Cape',83520A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'30""L'",,2,$19.99,6,$18.99,,,2,K&K400,K&K160,,,,,,
'[3/12] | Silver Long Drop Pearl & Bow Earrings',83521A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 3/4"" L x 3/8"" W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'@ @ [3/12] | Antique Silver Hammered Vertical Bar Earrings',83522A,JWL030,20180101,Out of stock - order to ship after 01-01-2018,,,,"'2 1/2"" L x 1/4""W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'[3/12] | Antique Gold Byzantine Cross Earrings',83523A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 1/2""L x 3/4""W'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'[3/12] | Antique Silver Byzantine Cross Earrings',83523A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 1/2""L x 3/4""W'",,3,$4.50,12,$4.28,,,3,K&K400,K&K160,,,,,,
'[2/12] | Adjustable Antique Silver Toggle Bracelet w/Gold Byzantine Cross Accent',83525A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L + 3/4"" Ext; 7/8"" W'",,2,$8.99,12,$8.54,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold Faith Leather Toggle Bracelet',83526A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L + 1"" Ext; 3/8"" W'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver/Gold Blessed Leather Toggle Bracelet',83527A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7"" L + 1"" Ext; 3/8"" W'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | Hammered Silver O Collar Necklace',83528A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'17"" L + 3"" Ext; Drop:  1 1/2"" Diameter'",,2,$10.99,12,$10.44,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Triple Bar Choker Necklace Set',83529A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'12"" L + 3"" Extender; 3/4"" W; Earring: 1/2"" x 1/4""'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver & Freshwater Pearl Long Tassel Necklace Set',83531A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L + 2 3/4"" Extender; Drop: 8 1/4"" x 3/8"" W; Earrings: 3/'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Silver & Freshwater Pearl & Heart Necklace Set',83533A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'15 3/4"" + 3"" Extender; Drop: 3/4"" Diameter; Earring: 1/4"" Di'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'[2/12] | Antique Gold & Fresh Water Pearl Long Tassel Necklace Set',83534A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L + 2 3/4"" Extender; Drop: 8 1/4"" x 3/8"" W; Earrings: 3/'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Tri-Tone Rings on Stretch Cord Necklace Set',83535A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'15 3/4"" L + 3"" Extender; 1/2"" W; Earrings: 1 1/2"" L x 5/8"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Gold & Crystal Cross Chain Sliding Bangle Bracelet',83536A-GD,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 3/8"" Diameter, 1/2"" W'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver & Crystal Cross Chain Sliding Bangle Bracelet',83536A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2 3/8"" Diameter, 1/2"" W'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'[2/12] | Silver Triangel/Circle Earrings',83537A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 7/8"" L x 7/8"" W'",,2,$5.99,12,$5.69,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Gold Circle/Half Circle Pendant Necklace',83541A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'34"" L + 2"" Ext; Pendant: 1 3/4"" Diameter'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Gold/Turquoise Pendant Necklace',83543A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21"" L + 2"" Ext; Drop: 1 1/2"" L'",,2,$12.50,12,$11.88,,,2,K&K400,K&K160,,,,,,
'@ @ [3/12] | Antique Silver Key Earrings',83544A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'1 3/4""L x 1/2"" W'",,3,$3.99,12,$3.79,,,3,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Celtic Medallion Stretch Chain Bracelet',83545A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter, Medallion- 1 1/2"" Diameter'",,2,$7.50,12,$7.13,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Cross Motif Stretch Bracelet',83546A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" Diameter, 3/4"" W'",,2,$8.50,12,$8.08,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Spring Hinge Crystal Accent Bangle Bracelet',83548A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'2"" x 1 1/4""; 1 1/8"" Focal'",,2,$8.50,12,$8.08,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Double Strand Leather Toggle Bracelet',83549A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'7 1/2"" L; 3/8"" W'",,2,$7.99,12,$7.59,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Black Leather & Gold Bead 6-Strand Leather Magnetic Bracelet',83551A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/4""L; 3/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | 5 Strand Braided/Smooth Black Leather & Gold Tube Magnetic Bracelet',83552A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/4"" L; 7/8"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [SO][2/12] | 6 Strand Black Leather and Silver Disc Magnetic Bracelet',83553A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'7.25""L 1.25""W'",,2,$8.99,12,$8.54,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | 7 Strand Black Leather and Silver Discs & Beads Magnetic Bracelet',83554A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'7 1/4"" L x 1 1/2"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | 5 Strand Black Leather with Silver Tube & Crystal Magnetic Bracelet',83555A,JWL030,20180115,Out of stock - order to ship after 01-15-2018,,,,"'7 1/4"" L x 1"" W'",,2,$8.99,12,$8.54,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver & Turquoise Multi Chain Necklace',83556A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'38 1/4"" L; 3/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Triangle Bib Necklace',83559A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 3"" Ext; Drop: 2 1/2"" L'",,2,$8.50,12,$8.08,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Hammered Antique Silver Bib Collar Necklace',83562A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'17"" L + 2 3/4"" Extender; Bib Drop: 4""'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Hammered Antique Silver Geometric Bib Collar Necklace',83563A-SI,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'15 1/2"" 2 1/2"" Ext; Drop: 4 1/2"" L x 2 3/4"" W'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver 7 Disc on Black Leather Necklace',83564A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'18"" L + 2 3/4"" Ext. Discs-3/4"" Diameter'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Beaded Triple Black Leather Cord Necklace',83565A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21"" L + 3"" Extender; Drop: 3/8"" x 1/2""'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Woven Disc on 4 Black Leather Cord Necklace',83566A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'20"" L + 3"" Extender; Drop: 1 1/4"" L'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Antique Silver Triple Strand Tube/Black Leather Cord Necklace',83567A,JWL030,20171123,In stock & shipping checked (Nov 22nd),,,,"'21"" L + 3"" Extender; Drop: 1 1/2""'",,2,$9.99,12,$9.49,,,2,K&K400,K&K160,,,,,,
'[2/12] | Black Faux Leather Square Wallet w/Wrist Strap',83568A-BK,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'4 1/2"" Square; 7"" L Strap'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'@ @ [2/12] | Saddle Brown Faux Leather Square Wallet w/Wrist Strap',83568A-BR,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'4 1/2"" Square; 7"" L Strap'",,2,$6.99,12,$6.64,,,2,K&K400,K&K160,,,,,,
'[2/6] | Cognac Faux Leather Handbag w/3 Outside Zip Pockets & Inside Zip & Open',83569A-BR,JWL020,20180323,Out of stock - order to ship after 03-23-2018,,,,"'11"" L x 11"" W'",,2,$17.50,6,$16.63,,,2,K&K400,K&K160,,,,,,
'[2/6] | Red Faux Leather Handbag w/3 Outside Zip Pockets & Inside Zip & Open Poc',83569A-RD,JWL020,20180323,Out of stock - order to ship after 03-23-2018,,,,"'11"" L x 11"" W'",,2,$17.50,6,$16.63,,,2,K&K400,K&K160,,,,,,
'@ @ [1/4] | Black/Cream/Brown Double Strap Handbag w/Crossbody Strap Zipper & Op',83570A,JWL020,20171123,In stock & shipping checked (Nov 22nd),,,,"'12"" L x 16"" W; Strap Drop: 5""'",,1,$24.99,4,$23.74,,,1,K&K400,K&K160,,,,,,
'[SO][3/12] | Stainless Steel Teardrop Hoop Earrings',83571A,JWL030,20180323,Out of stock - order to ship after 03-23-2018,,,,"'2 1/2"" L x 1 1/2""W'",,3,$4.99,12,$4.74,,,3,K&K400,K&K160,,,,,,
'[2/6] | Black/White Woven Cape with Buckle Closure',83575A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'30 1/2"" L'",,2,$15.99,6,$15.19,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Black/Tan Woven Cape with Buckle Closure',83576A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'30"" L'",,2,$15.99,6,$15.19,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Green/Gold/Blue Color Block Woven Cape',83577A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'27"" L'",,2,$15.99,6,$15.19,,,2,K&K400,K&K160,,,,,,
'@ @ [2/6] | Black/Tan Plaid Cape w/Stitched Edge',83578A,JWL010,20171123,In stock & shipping checked (Nov 22nd),,,,"'31"" L'",,2,$14.99,6,$14.24,,,2,K&K400,K&K160,,,,,,
